检测动作,动作得分,右手角度(°),右膝角度(°),左膝角度(°),右肩坐标,左肩坐标,右臀坐标,左臀坐标
持剑动作,99.62,85.74,115.13,154.47,"(807, 345)","(1000, 304)","(836, 594)","(971, 595)"
